,focalLength,weight,gonadalWeight,maturityStage,species,Sex
1349,52.0,2.4,0.0,3,3,1
1350,54.0,2.655,136.3,2,3,0
1351,56.0,2.785,69.63836201191265,1,3,1
1352,59.0,2.465,51.3,1,3,0
1353,41.0,1.235,125.1,3,3,0
1354,53.0,2.53,69.63836201191265,1,3,1
1355,52.0,2.255,100.7,3,3,0
1356,58.0,2.66,69.63836201191265,1,3,1
1357,55.0,2.84,69.63836201191265,1,3,1
1358,54.5,2.74,69.63836201191265,1,3,1
1359,57.0,3.05,69.63836201191265,1,3,1
1360,56.0,3.96,69.63836201191265,1,3,1
1361,60.0,4.27,49.6,2,3,0
1362,63.0,4.62,69.63836201191265,1,3,1
1363,62.0,3.745,69.63836201191265,1,3,1
1364,50.0,1.5,69.63836201191265,1,3,1
1365,54.0,2.0,58.1,2,3,0
1366,51.0,2.385,69.63836201191265,1,3,1
1367,69.0,4.535,69.63836201191265,1,3,1
1368,58.0,2.655,56.0,2,3,0
1369,60.0,3.245,69.63836201191265,1,3,1
1370,58.0,2.94,69.63836201191265,1,3,1
1371,59.0,3.18,69.63836201191265,1,3,1
1372,63.0,4.285,69.63836201191265,0,3,0
1373,68.5,5.5,0.0,3,3,1
1374,62.0,4.3,0.0,3,3,1
1375,69.5,5.5,0.0,3,3,1
1376,71.5,6.4,0.0,3,3,1
1377,71.5,4.8,336.28,3,3,0
1378,66.0,5.4,0.0,3,3,1
1379,65.0,5.4,0.0,3,3,1
1380,68.0,5.2,0.0,3,3,1
1381,63.5,6.0,0.0,3,3,1
1382,66.3,5.4,0.0,3,3,1
1383,65.5,5.4,180.05,3,3,0
1384,63.5,4.2,0.0,2,3,1
1385,48.0,1.7,0.0,4,3,0
1386,47.0,1.5,0.0,4,3,0
1387,50.5,1.9,47.04,2,3,0
1388,49.0,1.8,48.38,3,3,0
1389,48.5,1.6,0.0,4,3,0
1390,75.0,6.2,0.0,3,3,1
1391,65.5,5.1,0.0,3,3,1
1392,63.5,4.7,308.25,3,3,0
1393,62.0,4.5,0.0,3,3,1
1394,64.3,5.2,0.0,3,3,1
1395,66.5,5.2,0.0,2,3,1
1396,62.0,4.4,0.0,3,3,1
1397,61.5,4.8,153.85,3,3,0
1398,69.5,5.0,0.0,3,3,1
1399,60.5,4.3,0.0,3,3,1
1400,58.0,3.2,150.82,3,3,0
1401,70.5,7.0,564.23,3,3,0
1402,62.0,4.6,0.0,3,3,1
1403,66.0,5.0,0.0,2,3,1
1404,67.0,5.2,0.0,3,3,1
1405,61.5,4.4,0.0,3,3,1
1406,64.5,4.9,0.0,3,3,1
1407,64.0,5.0,477.03,3,3,0
1408,61.5,4.2,109.78,3,3,0
1409,63.5,4.7,308.25,3,3,0
1410,58.0,2.49,69.63836201191265,1,3,1
1411,51.0,2.4,129.39,2,3,0
1412,52.0,2.55,69.63836201191265,1,3,1
1413,50.0,2.365,69.63836201191265,2,3,1
1414,53.0,2.81,69.63836201191265,1,3,1
1415,51.0,2.46,69.63836201191265,2,3,1
1416,61.0,3.75,69.63836201191265,2,3,1
1417,51.0,4.275,69.63836201191265,2,3,1
1418,51.0,2.45,69.63836201191265,1,3,1
1419,46.0,1.6,69.63836201191265,2,3,0
1420,45.0,1.7,69.63836201191265,1,3,1
1421,43.0,1.355,69.63836201191265,2,3,1
1422,70.0,5.47,69.63836201191265,1,3,1
1423,58.0,2.5,69.63836201191265,2,3,1
1424,101.0,24.0,69.63836201191265,1,3,1
1425,85.0,14.5,69.63836201191265,1,3,1
1426,99.0,17.0,69.63836201191265,2,3,1
1427,93.0,15.0,69.63836201191265,2,3,1
1428,68.0,5.245,69.63836201191265,0,3,0
1429,66.0,4.528,69.63836201191265,0,3,1
1430,6.256,74.0,69.63836201191265,2,3,1
1431,60.0,3.7,69.63836201191265,0,3,1
1432,60.0,3.89,69.63836201191265,0,3,1
1433,59.0,3.525,69.63836201191265,2,3,1
1434,52.0,2.4,141.98,2,3,0
1435,62.0,4.47,72.85,3,3,0
1436,61.0,8.6,99.18,3,3,0
1437,66.0,5.4,140.24,3,3,0
1438,61.5,4.21,111.59,3,3,0
1439,59.0,3.2,0.0,3,3,1
1440,54.0,2.0,0.0,3,3,1
1441,46.5,1.4,0.0,0,3,1
1442,48.0,1.5,0.0,4,3,0
1443,48.0,1.6,0.0,4,3,0
1444,49.0,1.8,0.0,2,3,1
1445,49.0,1.8,0.0,3,3,1
1446,48.0,1.4,0.0,4,3,0
1447,50.0,1.5,0.0,3,3,1
1448,49.0,1.6,10.57,1,3,0
1449,51.0,1.8,0.0,3,3,1
1450,49.3,1.7,0.0,2,3,1
1451,49.0,1.6,13.4,1,3,0
1452,76.5,6.6,0.0,0,3,1
1453,78.0,6.2,6.64,0,3,0
1454,50.0,2.41,113.41,2,3,0
1455,51.0,5.45,69.63836201191265,2,3,1
1456,55.0,2.855,69.63836201191265,1,3,1
1457,56.0,3.225,131.66,2,3,0
1458,60.0,4.095,101.48,2,3,0
1459,64.4,5.0,60.57,3,3,0
1460,63.0,4.7,65.67,3,3,0
1461,68.0,6.0,0.0,3,3,1
1462,57.0,3.2,0.0,2,3,1
1463,57.0,3.2,97.13,3,3,0
1464,66.5,4.8,153.98,3,3,0
1465,65.0,5.4,124.17,3,3,0
1466,54.0,2.9,0.0,3,3,1
1467,73.5,7.7,119.7,3,3,0
1468,62.5,4.4,131.58,3,3,0
1469,54.0,3.05,0.0,3,3,1
1470,63.0,4.8,78.69,3,3,0
1471,53.0,2.595,68.5,2,3,0
1472,55.5,2.855,46.3,3,3,0
1473,52.5,2.485,129.4,2,3,0
1474,57.0,3.335,69.63836201191265,1,3,1
1475,52.5,2.315,69.63836201191265,0,3,1
1476,54.5,2.665,69.63836201191265,1,3,1
1477,50.0,2.06,69.63836201191265,2,3,1
1478,55.5,3.135,69.63836201191265,1,3,1
1479,53.0,2.325,69.63836201191265,3,3,0
1480,55.0,3.105,69.63836201191265,0,3,1
1481,58.5,3.715,69.63836201191265,3,3,0
1482,61.0,4.43,69.63836201191265,1,3,1
1483,64.0,4.2,74.95,3,3,0
1484,59.4,4.1,99.34,3,3,0
1485,59.0,4.0,64.84,3,3,0
1486,61.3,4.2,67.95,3,3,0
1487,66.0,5.5,126.27,3,3,0
1488,59.5,3.8,89.93,3,3,0
1489,54.5,2.8,44.63,3,3,0
1490,51.0,2.6,15.08,2,3,1
1491,58.0,4.0,35.08,1,3,0
1492,56.0,3.2,27.99,3,3,1
1493,53.0,2.7,21.92,3,3,1
1494,57.5,3.8,73.78,3,3,0
1495,55.0,3.0,38.04,3,3,0
1496,64.0,4.8,71.44,3,3,1
1497,52.0,3.2,29.63,3,3,0
1498,58.4,4.0,40.73,3,3,1
1499,66.0,5.8,76.1,3,3,1
1500,55.2,3.0,20.79,2,3,0
1501,51.4,2.7,22.1,2,3,0
1502,44.5,3.2,38.82,2,3,1
1503,63.0,5.2,69.24,0,3,1
1504,50.5,2.6,6.56,3,3,1
1505,59.0,4.6,53.79,3,3,1
1506,64.0,5.2,128.65,3,3,0
1507,63.0,5.6,88.53,3,3,1
1508,51.5,2.4,18.31,2,3,0
1509,53.0,2.7,24.11,2,3,0
1510,52.0,2.4,19.43,2,3,0
1511,56.0,3.6,37.83,3,3,0
1512,62.5,4.112,102.22,3,3,0
1513,63.3,4.255,216.52,3,3,0
1514,65.2,4.415,0.0,3,3,1
1515,64.0,4.875,0.0,3,3,1
1516,62.5,4.445,132.8,3,3,0
1517,63.7,5.42,0.0,3,3,1
1518,67.0,4.49,0.0,2,3,1
1519,59.0,3.925,0.0,3,3,1
1520,56.0,3.605,0.0,1,3,1
1521,67.0,6.17,0.0,3,3,1
1522,53.0,2.855,69.63836201191265,2,3,1
1523,68.0,6.405,0.0,3,3,1
1524,60.5,4.035,0.0,3,3,1
1525,58.0,3.725,82.89,3,3,0
1526,62.0,3.71,0.0,2,3,1
1527,63.0,3.855,0.0,2,3,1
1528,58.8,3.555,0.0,3,3,1
1529,60.0,3.62,3.62,3,3,0
1530,60.0,4.175,100.44,3,3,0
1531,56.0,3.495,69.63836201191265,2,3,1
1532,63.0,3.855,69.63836201191265,2,3,1
1533,51.0,2.395,120.78,3,3,0
1534,49.0,1.725,75.04,3,3,0
1535,50.0,2.085,69.63836201191265,0,3,0
1536,49.0,2.16,69.63836201191265,2,3,1
1537,49.5,2.115,69.63836201191265,2,3,1
1538,47.0,1.905,69.63836201191265,1,3,1
1539,54.0,2.66,69.63836201191265,1,3,1
1540,60.5,3.9,69.63836201191265,1,3,1
1541,57.0,3.18,104.81,2,3,0
1542,62.0,4.425,163.7,3,3,0
1543,75.0,7.45,69.63836201191265,0,3,1
1544,37.0,0.8,49.87,3,3,0
1545,54.0,2.66,69.63836201191265,1,3,1
1546,67.0,5.85,395.0,2,3,0
1547,57.0,3.64,69.63836201191265,0,3,1
1548,78.0,8.9,224.03,3,4,0
1549,85.0,10.5,57.28,3,4,0
1550,89.0,10.5,0.0,1,4,1
1551,58.0,3.4,0.0,0,4,1
1552,88.0,11.6,0.0,3,4,1
1553,87.0,9.6,0.0,3,4,1
1554,84.5,8.8,0.0,1,4,0
1555,82.1,7.9,0.0,0,4,1
1556,80.2,8.0,0.0,1,4,1
1557,84.5,8.4,0.0,1,4,1
1558,78.1,6.6,0.0,1,4,0
1559,82.3,9.2,0.0,3,4,1
1560,57.7,3.0,0.0,0,4,1
1561,102.0,12.3,150.3,3,4,0
1562,94.7,11.8,206.92,3,4,0
1563,88.0,12.0,0.0,0,4,1
1564,85.0,8.0,0.0,1,4,1
1565,79.0,8.7,0.0,2,4,1
1566,94.0,13.2,377.27,3,4,0
1567,87.0,10.8,262.22,3,4,0
1568,78.2,7.0,0.0,0,4,1
1569,74.0,6.3,22.15,1,4,0
1570,75.0,6.5,198.74,3,4,0
1571,81.0,8.6,53.44,3,4,0
1572,78.0,8.2,153.0,2,4,0
1573,53.6,2.0,0.0,0,4,1
1574,81.7,7.8,0.0,0,4,1
1575,86.3,11.2,0.0,2,4,1
1576,89.0,12.3,248.6,2,4,0
1577,90.5,11.33,187.54,4,4,0
1578,87.0,7.0,24.16,0,4,0
1579,80.2,7.6,105.04,3,4,0
1580,79.0,7.1,0.0,3,4,1
1581,90.0,10.5,0.0,3,4,1
1582,79.0,6.5,0.0,0,4,1
1583,81.3,8.2,0.0,3,4,1
1584,80.0,8.2,0.0,3,4,1
1585,82.0,8.9,0.0,2,4,1
1586,86.7,10.4,0.0,1,4,1
1587,80.9,7.8,0.0,2,4,1
1588,89.0,11.9,264.21,2,4,0
1589,63.5,3.33,4.35,0,4,1
1590,59.01,2.71,4.23,0,4,0
1591,62.5,3.32,3.04,0,4,1
1592,56.51,2.44,6.87,0,4,0
1593,62.91,3.45,22.45,0,4,0
1594,57.0,2.61,2.12,0,4,1
1595,60.7,3.13,9.51,0,4,1
1596,60.5,2.85,9.48,0,4,0
1597,61.2,3.75,6.52,0,4,1
1598,58.0,3.64,4.52,0,4,1
1599,62.5,3.09,10.36,0,4,0
1600,61.3,2.94,14.03,0,4,0
1601,61.0,2.87,0.49,0,4,1
1602,61.5,3.18,0.52,0,4,1
1603,59.01,2.46,11.41,0,4,0
1604,60.0,2.94,10.31,0,4,0
1605,58.2,2.56,2.81,0,4,1
1606,58.13,2.35,4.97,0,4,0
1607,113.0,23.0,10.0,1,4,0
1608,95.0,14.0,260.0,3,4,1
1609,94.0,14.0,280.0,3,4,0
1610,96.0,15.0,300.0,3,4,0
1611,97.5,16.0,250.0,3,4,1
1612,95.5,15.0,268.73,3,4,1
1613,104.0,19.0,319.79,3,4,1
1614,94.0,14.0,258.78,3,4,1
1615,94.5,14.0,250.0,3,4,1
1616,98.5,17.0,150.0,1,4,1
1617,99.0,18.0,190.0,3,4,0
1618,94.5,15.0,300.0,3,4,0
1619,95.5,15.5,255.0,3,4,1
1620,95.0,14.5,295.0,3,4,0
1621,95.6,14.5,310.0,3,4,0
1622,110.0,22.0,480.0,3,4,0
1623,99.0,15.0,330.0,3,4,1
1624,98.0,15.0,280.0,3,4,1
1625,100.0,14.86,325.0,3,4,1
1626,99.0,15.6,400.0,3,4,0
1627,100.0,16.25,255.0,3,4,0
1628,95.0,14.5,69.63836201191265,0,4,1
1629,98.0,13.5,0.0,0,4,1
1630,97.0,15.5,0.0,0,4,1
1631,94.0,13.5,225.0,3,4,0
1632,98.0,14.0,381.0,3,4,0
1633,93.5,14.0,165.0,3,4,1
1634,95.0,13.5,285.0,3,4,1
1635,90.0,14.0,481.0,3,4,0
1636,94.0,13.5,69.63836201191265,3,4,0
1637,26.0,6.0,8.6,1,4,0
1638,26.0,5.5,6.7,1,4,1
1639,99.0,17.0,35.0,3,4,1
1640,102.0,17.0,128.1,3,4,0
1641,103.0,18.0,82.98,1,4,0
1642,90.0,14.0,68.6,1,4,0
1643,103.0,19.0,69.63836201191265,1,4,1
1644,107.0,21.0,101.7,2,4,0
1645,114.0,21.5,45.0,4,4,1
1646,98.0,17.0,17.0,3,4,1
1647,193.4,30.0,500.0,0,4,1
1648,204.0,33.0,550.0,2,4,1
1649,115.0,24.84,165.0,5,4,1
1650,100.0,16.0,215.0,3,4,1
1651,100.0,15.5,205.0,3,4,1
1652,90.7,16.0,69.63836201191265,3,4,1
1653,100.0,16.0,215.0,3,4,1
1654,100.0,15.5,205.0,3,4,1
1655,115.0,24.85,165.0,3,4,1
1656,72.5,6.4,3.25,0,4,1
1657,74.0,7.3,24.12,0,4,0
1658,73.0,6.8,4.56,0,4,0
1659,73.0,6.6,2.34,0,4,1
1660,71.5,6.4,20.65,3,4,0
1661,73.0,6.4,2.14,0,4,1
1662,74.5,6.8,16.93,1,4,0
1663,73.0,6.8,3.78,0,4,1
1664,72.0,6.7,9.15,0,4,0
1665,74.0,7.2,3.3,0,4,1
1666,73.5,7.0,8.85,0,4,0
1667,74.8,6.7,1.53,0,4,1
1668,73.0,5.9,6.8,0,4,0
1669,73.6,6.5,8.79,0,4,0
1670,75.0,6.5,9.67,0,4,0
1671,73.5,6.8,2.59,0,4,1
1672,72.5,6.5,2.85,0,4,0
1673,74.0,6.8,2.78,0,4,1
1674,75.5,7.5,2.57,0,4,1
1675,75.0,7.1,1.59,0,4,1
1676,75.0,6.5,3.34,0,4,1
1677,77.5,7.8,3.08,0,4,1
1678,73.5,7.5,23.24,0,4,0
1679,75.4,7.4,15.47,1,4,0
1680,74.0,7.2,33.87,0,4,0
1681,76.0,6.8,4.89,0,4,1
1682,74.0,6.7,10.6,0,4,0
1683,71.5,6.4,0.0,4,4,0
1684,70.0,5.512,0.0,0,4,1
1685,71.2,4.45,13.8,0,4,0
1686,67.0,5.87,0.0,0,4,1
1687,70.0,5.72,9.83,0,4,0
